dokument nr,navn,"format (vidnesbyrd, breve, bøger,Soliloquies, Biographical Sketches",årstal,måned,dag,afsenderby,modtager,modtagerby,incomplete,antal kapitler,"""bog""",tilføjelser,oversætter,,religiøse oplevelser,genre-forkortelser
585,"The way of perfection, footnote CHP 15",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
586,"The way of perfection, CHP 16-18",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
587,"The way of perfection, footnote CHP 16",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
588,"The way of perfection, footnote CHP 16",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
589,"The way of perfection, footnote CHP 17",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
590,"The way of perfection, footnote CHP 18",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
591,"The way of perfection, footnote CHP 18",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
592,"The way of perfection, CHP 19-21",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
593,"The way of perfection, footnote CHP 19",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
594,"The way of perfection, footnote CHP 21",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
595,"The way of perfection, CHP 22-24",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
596,"The way of perfection, footnote no.2 CHP 22",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
597,"The way of perfection, footnote no.3 CHP 22",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
598,"The way of perfection, footnote no.5 CHP 23",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
599,"The way of perfection, CHP 25-27",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
600,"The way of perfection, footnote no.2 CHP 25",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
601,"The way of perfection, footnote no.4 CHP 26",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
602,"The way of perfection, footnote no.8 CHP 27",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
603,"The way of perfection, CHP 28-30",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
604,"The way of perfection, footnote no.3 CHP 30",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
605,"The way of perfection, CHP 31-33",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
606,"The way of perfection, footnote no.1 CHP 32",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
607,"The way of perfection, footnote no.1 CHP 34",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
608,"The way of perfection, footnote no.2 CHP 34",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
609,"The way of perfection, footnote no.9 CHP 34",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
610,"The way of perfection, footnote no.10 CHP 34",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
611,"The way of perfection, footnote no.11 CHP 34",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
612,"The way of perfection, CHP 34-36",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
613,"The way of perfection, footnote no.3 CHP 35",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
614,"The way of perfection, footnote no.2 CHP 36",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
615,"The way of perfection, CHP 37-39",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
616,"The way of perfection, footnote no.1 CHP 37",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
617,"The way of perfection, footnote no.3 CHP 37",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
618,"The way of perfection, footnote no.4 CHP 38",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
619,"The way of perfection, footnote no.2 CHP 39",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
620,"The way of perfection, CHP 40-42",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
621,"The way of perfection, footnote no.5 CHP 40",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
622,"The way of perfection, footnote no.1 CHP 41",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
623,"The way of perfection, footnote no.7 CHP 41",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
624,"Meditations on the songs of songs, prolog",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,"The first draft (to meditations on the songs of songs) would have been written at Avila in late 1566, or the first part of 1567; and the second rendered sometime between 1572 and 1575","Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
625,"Meditations on the songs of songs, CHP 1",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
626,"Meditations on the songs of songs, CHP 2",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
627,"Meditations on the songs of songs, CHP 3",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
628,"Meditations on the songs of songs, CHP 4",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
629,"Meditations on the songs of songs, CHP 5",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
630,"Meditations on the songs of songs, CHP 6",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
631,"Meditations on the songs of songs, CHP 7",book,NA,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
632,"THE INTERIOR CASTLE, [Prologue]",book,1577,6,NA,NA,NA,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
633,"THE FIRST DWELLING PLACES, CHP 1-2",book,1577,6,NA,NA,NA,NA,0,2,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
634,THE SECOND DWELLING PLACE,book,1577,6,NA,NA,NA,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
635,THE THIRD DWELLING PLACES,book,1577,6,NA,NA,NA,NA,0,2,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
636,THE FOURTH DWELLING PLACES,book,1577,6,NA,NA,NA,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
637,THE FIFTH DWELLING PLACES,book,1577,NA,NA,NA,NA,NA,0,4,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
638,THE SIXTH DWELLING PLACES 1-4,book,1577,11,NA,NA,NA,NA,0,4,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
639,THE SIXTH DWELLING PLACES 5-8,book,1577,11,NA,NA,NA,NA,0,4,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
640,THE SIXTH DWELLING PLACES 9-11,book,1577,11,NA,NA,NA,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
641,THE SEVENTH DWELLING PLACES,book,1577,11,NA,NA,NA,NA,0,4,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
642,"THE SEVENTH DWELLING PLACES, footnote 9, chp. 2",footnote,1577,11,NA,NA,NA,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
643,"The Interior Castle, Epilogue",book,1577,11,NA,NA,NA,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
644,"The book of her foundations, prolog",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,"style of this book, it is that of the Mother Foundress speaking to her daughters","Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
645,"The book of her foundations, CHP 1-2",book,NA,NA,NA,NA,NA,NA,0,2,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
646,"The book of her foundations, CHP 3-6",book,NA,NA,NA,NA,NA,NA,0,4,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
647,"The book of her foundations, no. 5, CHP. 4",footnote,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
648,"The book of her foundations, CHP 7-10",book,NA,NA,NA,NA,NA,NA,0,4,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,chp. 9 + 10 - oplevelse af Guds (His Majesty) nærvær
649,"The book of her foundations, CHP 11-15",book,NA,NA,NA,NA,NA,NA,0,5,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
650,"The book of her foundations, CHP 16-19",book,NA,NA,NA,NA,NA,NA,0,4,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
651,"The book of her foundations, CHP 20-27",book,1576,NA,NA,NA,NA,NA,0,8,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
652,"The book of her foundations, CHP 28-31",book,NA,NA,NA,NA,NA,NA,0,4,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
653,"The book of her foundations, Epilogue",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
654,THE CONSTITUTIONS,minor,1581,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
655,ON MAKING THE VISITATION,minor,NA,NA,NA,NA,Jerónimo Gracián,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
656,A Satirical critique,letter,1577,1,2,," Don Lorenzo,",NA,0,1,StTeresaVol3,"With the exception of nos. 8-9, the autograph text is conserved","Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
657,Response to a Satirical critique. Response to a spiritual challenge,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
658,1. Aspirations toward Eternal Life,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
659,2. In the Hands of God,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
660,"3. On Those Words ""Dilectus Meus Mihi""",poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
661,4. Loving Colloquy,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
662,5. Happy the Enamored Heart,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
663,6. Oh Exceeding Beauty[*],poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
664,7. Sighs in Exile,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
665,8. Seeking God,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
666,9. Efficacy of Patience,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
667,10. On the Way to Heaven,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
668,11. To the Birth of Jesus,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
669,12. At the Birth of Jesus,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
670,13. For Christmas,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
671,14. At the Birth of the Infant God,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
672,15. The Circumcision,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
673,16. Another on the Circumcision,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
674,17. On the Feast of the Holy Kings,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
675,18. To the Cross,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
676,19. The Way of the Cross,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
677,20. Embracing the Cross,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
678,21. To Saint Andrew,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
679,22. To Saint Hilarion,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
680,"23. To Saint Catalina, Martyr",poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
681,24. For the Clothing of Sister Jerónima De La Encarnación,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
682,25. For the Veiling of Sister Isabel De Los Angeles,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
683,26. For the Profession of Isabel De Los Angeles,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
684,27. To a Professed Nun,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
685,28. For a Profession,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
686,29. For a Profession,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
687,30. For a Profession,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
688,31. Against an Impertinent Little Flock,poetry,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol3,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
689,"The book of her life, no. 14 CHP 20",footnote,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
690,"The book of her life, no. 1 CHP 22",footnote,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
